product_family,month,total_downloads,ios_downloads,google_play_downloads,revenue_usd,paid_downloads_proxy,organic_downloads,organic_share,top_5_countries,ad_creative_count,rating,review_count,major_version,liveops_event,ip_collab,organic_paid_ratio,rpd_usd,download_peak_ratio,revenue_peak_ratio,revenue_persistence,3m_revenue_carryover,download_scope,revenue_scope,data_status,source_url,notes
Gossip Harbor,2023-05,412820,n.a.,n.a.,4603193,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.150605590814399,0.03633620628952075,0.05288911601645999,1.4555486501548471,0.04986820136028059,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-06,507550,n.a.,n.a.,5079990,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10.008846419072013,0.044674292675370035,0.05836735076553527,1.3065086713217182,0.053435265448110246,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-07,589851,n.a.,n.a.,5207345,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8.828237978743784,0.05191838480713169,0.05983061623588949,1.1523974880603556,0.05702902767262825,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-08,848535,n.a.,n.a.,5728700,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.751283093802848,0.0746876188263129,0.06582080719263658,0.8812813720263835,0.06133959139802044,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-09,889426,n.a.,n.a.,6019262,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.767580439519421,0.07828682383426987,0.06915926537328959,0.8834087524063697,0.06493689626727189,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-10,684498,n.a.,n.a.,6759997,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.875846240602602,0.06024916557522498,0.0776700576325871,1.2891474411477286,0.07088337673283776,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-11,718798,n.a.,n.a.,6696509,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.31625992281559,0.06326823411776304,0.07694060218771372,1.2161016228855366,0.07458997506453013,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2023-12,573581,n.a.,n.a.,7275350,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,12.684084723866377,0.05048630768797442,0.08359128765844756,1.655721946930149,0.0794006491595828,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-01,1065350,n.a.,n.a.,7114238,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.677841085089407,0.09377156477530384,0.0817401657829051,0.8716945907724963,0.08075735187635547,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-02,1669111,n.a.,n.a.,8460866,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.069085279529043,0.1469143007027476,0.09721246175724585,0.6616950241892127,0.08751463839953284,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-03,1825126,n.a.,n.a.,11034908,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.046107501619066,0.16064666159674398,0.12678732554619424,0.789231001042875,0.1019133176954484,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-04,1839576,n.a.,n.a.,10493135,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.704105185107872,0.16191854324221555,0.12056253874025637,0.7445875952571144,0.11485410868123215,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-05,2162425,n.a.,n.a.,11718816,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.419293617119669,0.1903355479037278,0.13464519497651906,0.7074096061373829,0.12733168642098988,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-06,2111664,n.a.,n.a.,12851100,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.085769326938377,0.1858675905192446,0.1476547515689933,0.7944082728812544,0.13428749509525623,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-07,2290623,n.a.,n.a.,14116558,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.162759214414594,0.20161947061557312,0.16219443195518554,0.8044581778733111,0.14816479283356598,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-08,2350564,n.a.,n.a.,16093680,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.846731252584486,0.20689544692776768,0.1849108887356628,0.8937407346630483,0.16492002408661388,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-09,2591830,n.a.,n.a.,18469499,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.126045689725021,0.2281315574520822,0.2122082379289532,0.9302011536633917,0.18643785287326717,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-10,2582800,n.a.,n.a.,22006363,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8.520351169273656,0.22733674144802626,0.2528455977855659,1.1122073632931502,0.21665490815006064,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-11,2493615,n.a.,n.a.,22449132,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.002645556751945,0.2194867231399721,0.2579328624319738,1.1751638492843306,0.24099556604883096,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2024-12,2902449,n.a.,n.a.,28058567,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.667204143810968,0.255472083738223,0.3223833554922889,1.2619122636609819,0.2777206052366095,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-01,5154056,n.a.,n.a.,29156698,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.657039426812592,0.4536573858915318,0.33500050577477136,0.73844384813977,0.3051055745663447,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-02,4019675,n.a.,n.a.,27724092,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.897097899705822,0.3538097476305153,0.3185403519337578,0.9003153645908324,0.3253080710669394,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-03,4339400,n.a.,n.a.,32916845,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.585575194727381,0.3819517794020308,0.3782033110714304,0.9901860168410033,0.3439147229266532,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-04,4518091,n.a.,n.a.,34336716,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.59982833457759,0.39768007027476165,0.39451714411023786,0.9920465560108696,0.3637536023718087,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-05,5103281,n.a.,n.a.,37587933,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.365444505211451,0.4491881962341741,0.43187251745819155,0.9614511714217988,0.40153099087995325,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-06,4638719,n.a.,n.a.,39036009,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8.415256237767366,0.4082976854394637,0.4485104163176683,1.098488755416094,0.42496669262869924,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-07,8033876,n.a.,n.a.,42083775,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.238290334578228,0.707137676567099,0.4835282071348298,0.6837822720494637,0.4546370469702299,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-08,7281820,n.a.,n.a.,46595413,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.3988691014059675,0.6409420902164575,0.5353653874586332,0.8352788740677504,0.48913467030371044,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-09,6729776,n.a.,n.a.,51954047,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.7200261940367705,0.5923514583069275,0.5969342626536874,1.0077366304792406,0.5386092857490501,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-10,5895817,n.a.,n.a.,56897197,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.650434706504628,0.5189468115819567,0.6537293685370957,1.2597232586211835,0.5953430062164722,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-11,4959252,n.a.,n.a.,56440303,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.380809646293432,0.43651083695973636,0.6484798124630349,1.4855984263292197,0.6330478145512727,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2025-12,4293609,n.a.,n.a.,62281434,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,14.505613808802805,0.377921278887997,0.7155924134611553,1.8934959565302292,0.6726005314870953,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-01,8876700,n.a.,n.a.,65623961,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,7.392833034798968,0.7813226160801048,0.7539969075354098,0.9650263438145589,0.7060230444865334,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-02,7279057,n.a.,n.a.,62603111,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,8.600442474897504,0.6406988923627248,0.7192883723689888,1.122662113112834,0.729625897788518,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-03,7182333,n.a.,n.a.,80195302,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,11.165634063472133,0.6321852951117496,0.9214166408953625,1.4575103976951667,0.7982339735999204,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-04,7745228,n.a.,n.a.,74957230,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,9.677859709229994,0.6817310265185123,0.8612329819198272,1.2633031920492188,0.8339793317280595,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-05,7378059,n.a.,n.a.,78474727,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10.636229257586582,0.6494129980142803,0.9016478215584325,1.3884043348615047,0.8947658147912074,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-06,7042514,n.a.,n.a.,73363592,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,10.417244750951152,0.6198784978945737,0.8429226253759589,1.3598191068716816,0.8686011429514061,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-07,11361120,n.a.,n.a.,79320715,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.981768962919149,1,0.9113679348538196,0.9113679348538196,0.8853127939294035,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Gossip Harbor,2026-08,9528861,n.a.,n.a.,87034788,n.a.,n.a.,n.a.,n.a.,n.a.,4.3,704000,3.98.10,n.a.,n.a.,n.a.,9.133808122502783,0.8387254953736956,1,1.19228520596533,0.9180968534099262,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/yedipu8p7819ir4/googleplay-downloads | https://app.diandian.com/app/yedipu8p7819ir4/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
Township,2021-09,5171534,n.a.,n.a.,23209108,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.487857567986597,0.4526820590101301,0.5675836670287832,1.2538240818951516,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,Diandian authenticated monthly table. Picker requested 2021-09..2026-08; output starts at first rendered month or product launch.
