product_family,month,total_downloads,ios_downloads,google_play_downloads,revenue_usd,paid_downloads_proxy,organic_downloads,organic_share,top_5_countries,ad_creative_count,rating,review_count,major_version,liveops_event,ip_collab,organic_paid_ratio,rpd_usd,download_peak_ratio,revenue_peak_ratio,revenue_persistence,3m_revenue_carryover,download_scope,revenue_scope,data_status,source_url,notes
Heartopia,2026-07,495881,310761,185120,10263608,n.a.,n.a.,n.a.,美国:77020; 泰国:61144; 日本:59138; 韩国:44669; 巴西:31255,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.04554872936312739,0.4623751085647674,n.a.,0.4140217273244078,Global iOS+Google Play,Diandian product collection including regional entities,verified_visible_table;verified_visible_table;scope_mismatch,https://app.diandian.com/app/4v2imue5rkzetgy/googleplay-downloads | https://app.diandian.com/app/4v2imue5rkzetgy/googleplay-income,"Downloads are verified Global-only export; revenue is collection scope, so RPD/cross-scope persistence are N/A."
Heartopia,2026-08,385481,227762,157719,8616226,n.a.,n.a.,n.a.,美国:57677; 韩国:51138; 日本:42323; 泰国:41047; 中国台湾:25170,n.a.,4.4,134000,0.5.5,n.a.,n.a.,n.a.,n.a.,0.03540803084535949,0.3881606187773901,n.a.,0.4005201948674973,Global iOS+Google Play,Diandian product collection including regional entities,verified_visible_table;verified_visible_table;scope_mismatch,https://app.diandian.com/app/4v2imue5rkzetgy/googleplay-downloads | https://app.diandian.com/app/4v2imue5rkzetgy/googleplay-income,"Downloads are verified Global-only export; revenue is collection scope, so RPD/cross-scope persistence are N/A."
Township,2025-09,11248271,n.a.,n.a.,31095558,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.7644744690095036,0.9845996326397418,0.760448477293751,0.7723428407696693,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2025-10,8762067,n.a.,n.a.,32083166,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.661597885521761,0.7669736930560088,0.7846006407559126,1.022982467142607,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2025-11,8003731,n.a.,n.a.,32583986,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.071099590928281,0.7005939492698312,0.796848300257577,1.1373896407299313,0.7806324727690801,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2025-12,7278361,n.a.,n.a.,31704527,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.35599814298851,0.63709983221594,0.7753409435672006,1.2169850066832302,0.7855966281935634,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-01,11424208,n.a.,n.a.,34257048,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,2.9986365794460323,1,0.8377633869178015,0.8377633869178015,0.8033175435808597,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-02,8135022,n.a.,n.a.,31114745,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.824789287601189,0.7120862995491679,0.7609176994551232,1.068575115034331,0.7913406766467084,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-03,7239728,n.a.,n.a.,35228840,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.866044691181768,0.6337181535910411,0.8615287667397763,1.3594825426063915,0.820069951037567,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-04,7258796,n.a.,n.a.,33337814,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.592747061633913,0.635387240848556,0.8152833241520314,1.283128259017643,0.8125765967823103,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-05,8349229,n.a.,n.a.,35368927,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.236190790790383,0.7308365709027707,0.8649546240869463,1.1835130568500498,0.8472555716595846,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-06,7999268,n.a.,n.a.,36354118,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.5446805882738275,0.7002032876152114,0.8890476793006044,1.2696993787740827,0.8564285425131941,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-07,11345540,n.a.,n.a.,39584728,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.4890122462218636,0.9931139208949977,0.9680529332095378,0.9747652437870623,0.9073517455323629,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Township,2026-08,8292473,n.a.,n.a.,40891078,n.a.,n.a.,n.a.,n.a.,n.a.,4.7,12897000,39.0.3,n.a.,n.a.,n.a.,4.931107764836859,0.7258685241025024,1,1.377659957409569,0.952366870836714,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-downloads | https://app.diandian.com/app/pn3qiru8j95ligy/googleplay-income,n.a.
Hay Day,2025-09,2073052,n.a.,n.a.,11100477,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.354654393618684,0.6658735058372482,0.7379383181871908,1.1082259794363354,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2025-10,2779130,n.a.,n.a.,11767638,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.234288428393058,0.8926688941123868,0.7822898957185063,0.8763494514910432,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2025-11,3113282,n.a.,n.a.,11707089,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,3.760368961115633,1,0.7782647148881766,0.7782647148881766,0.7661643095979579,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2025-12,2931949,n.a.,n.a.,13631549,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.649313136074332,0.9417550353613967,0.9061991068803875,0.96224503491254,0.8222512391623568,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-01,2607085,n.a.,n.a.,13611922,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.2211270441892,0.8374072763084103,0.9048943417454244,1.0805904932358854,0.8631193878379961,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-02,2769471,n.a.,n.a.,12490722,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.51014724472652,0.8895663804306838,0.830359126515351,0.9334425679546617,0.8804841917137209,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-03,2624756,n.a.,n.a.,12669977,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.827106595813096,0.8430832799598623,0.8422756534561884,0.9990420560781227,0.8591763739056546,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-04,2354122,n.a.,n.a.,14854588,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.310033209833645,0.7561544376641757,0.9875043825669497,1.3059559441553148,0.8867130541794964,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-05,2493989,n.a.,n.a.,15042554,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,6.031523795814657,0.8010803390120137,1,1.2483142467749457,0.9432600120077127,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-06,2381406,n.a.,n.a.,13961207,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.8625899993533235,0.764918179593111,0.9281141354054637,1.2133508657084904,0.9718728393241378,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-07,2503364,n.a.,n.a.,14575576,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,5.822395784232737,0.8040916306328819,0.9689562025172055,1.2050320704800304,0.9656901126408897,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
Hay Day,2026-08,2720461,n.a.,n.a.,14508815,n.a.,n.a.,n.a.,n.a.,n.a.,4.4,13103000,1.72.86,n.a.,n.a.,n.a.,5.33321925952991,0.8738241508478833,0.964518059898605,1.1037896571784152,0.953862799273758,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-downloads | https://app.diandian.com/app/ky58i5u6ekqvb7y/googleplay-income,n.a.
我的花园世界,2025-09,784834,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.4324840525659168,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2025-10,969874,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5344506456120861,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2025-11,437594,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.24113688563254115,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2025-12,562972,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.31022663651312166,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-01,527137,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.2904797014622706,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-02,1792752,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.9878989062727309,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-03,1814712,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,1,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-04,1239656,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.6831144556271188,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-05,1068214,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5886410626038733,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-06,1175528,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.6477766168956838,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-07,900620,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.4962881162410344,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
我的花园世界,2026-08,731803,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,4.18,1507,1.1.6,n.a.,n.a.,n.a.,n.a.,0.4032612337384665,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;source_unavailable;same_scope,https://app.diandian.com/app/7yrgt9upl7q7bon/android-downloads | https://app.diandian.com/app/7yrgt9upl7q7bon/android-income,Domestic Android collection download table is available; the matched iOS income page returned no table.
The Cozy Florist,2025-09,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2025-10,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2025-11,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2025-12,139357,n.a.,n.a.,9154,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.06568740716289817,0.07162413378212452,0.00790224489707831,0.11032936078663613,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-01,282108,n.a.,n.a.,122091,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.432781062571781,0.14499265292025218,0.10539578126820931,0.7269042889102687,n.a.,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-02,980076,n.a.,n.a.,731328,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.746195193025847,0.5037213382940898,0.6313232418713662,1.2533184399323143,0.24820708934555127,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
The Cozy Florist,2026-03,1945671,n.a.,n.a.,1158405,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,0.5953755799413158,1,1,1,0.5789063410465252,Diandian product collection,Diandian product collection,verified_visible_table;verified_visible_table;same_scope,https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-downloads | https://app.diandian.com/app/nwoiwu7wgjzjsr4/googleplay-income,n.a.
